city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,company_type,last_new_job,training_hours,target,company_size_grouped
0.924,Male,Has relevent experience,no_enrollment,Graduate,12.0,Unknown,1,114,0.0,Unknown
0.897,Male,No relevent experience,Part time course,Graduate,8.0,Pvt Ltd,2,6,0.0,Large
0.5579999999999999,Male,No relevent experience,Full time course,Graduate,3.0,Unknown,1,332,0.0,Unknown
0.91,Unknown,Has relevent experience,no_enrollment,Graduate,3.0,Funded Startup,1,212,0.0,Medium
0.887,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,>4,18,0.0,Small
0.624,Unknown,Has relevent experience,Full time course,Graduate,5.0,Pvt Ltd,3,26,0.0,Large
0.802,Male,No relevent experience,Full time course,Graduate,4.0,Unknown,never,134,0.0,Unknown
0.743,Unknown,Has relevent experience,no_enrollment,Masters,9.0,Unknown,2,144,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,>4,21,0.0,Medium
0.91,Male,No relevent experience,Full time course,High School,9.0,Unknown,1,79,0.0,Unknown
0.722,Male,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,4,4,0.0,Medium
0.924,Male,No relevent experience,Part time course,High School,3.0,Funded Startup,1,22,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,2,85,0.0,Large
0.743,Male,Has relevent experience,no_enrollment,Phd,9.0,NGO,never,10,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,>4,41,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,4,62,1.0,Large
0.92,Female,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,1,105,0.0,Medium
0.897,Male,Has relevent experience,Part time course,Masters,9.0,Unknown,1,112,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,1,66,0.0,Medium
0.924,Unknown,Has relevent experience,no_enrollment,High School,7.0,Pvt Ltd,4,72,0.0,Medium
0.754,Male,Has relevent experience,Part time course,Masters,3.0,Pvt Ltd,2,69,0.0,Medium
0.897,Male,Has relevent experience,Full time course,Graduate,21.0,Public Sector,1,14,0.0,Unknown
0.802,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,3,30,0.0,Small
0.897,Male,No relevent experience,no_enrollment,Phd,12.0,Public Sector,2,74,1.0,Large
0.92,Unknown,No relevent experience,Part time course,Graduate,10.0,Unknown,1,16,1.0,Unknown
0.923,Male,Has relevent experience,no_enrollment,Masters,8.0,Early Stage Startup,2,288,0.0,Small
0.887,Unknown,No relevent experience,no_enrollment,Graduate,0.0,Unknown,never,56,1.0,Unknown
0.624,Male,Has relevent experience,Full time course,Masters,4.0,Pvt Ltd,1,320,1.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,3,192,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,2,49,0.0,Small
0.887,Male,No relevent experience,Full time course,Masters,7.0,Public Sector,2,64,0.0,Small
0.4479999999999999,Male,No relevent experience,no_enrollment,Graduate,4.0,Public Sector,1,44,1.0,Small
0.91,Female,Has relevent experience,no_enrollment,Graduate,20.0,Pvt Ltd,1,4,1.0,Medium
0.698,Other,No relevent experience,Unknown,Graduate,2.0,Unknown,never,143,1.0,Unknown
0.55,Male,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,1,24,1.0,Medium
0.897,Unknown,Has relevent experience,no_enrollment,Masters,19.0,Unknown,1,95,0.0,Unknown
0.624,Unknown,No relevent experience,Full time course,Masters,5.0,Unknown,>4,7,1.0,Small
0.92,Unknown,No relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,>4,166,0.0,Medium
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,1,3,1.0,Unknown
0.926,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,2,22,0.0,Large
0.624,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,>4,81,1.0,Large
0.738,Unknown,Has relevent experience,no_enrollment,Graduate,12.0,Unknown,>4,17,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,3,32,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,>4,38,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,2,32,0.0,Small
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,4.0,Unknown,1,74,1.0,Unknown
0.92,Male,No relevent experience,Full time course,High School,7.0,Unknown,never,69,0.0,Unknown
0.743,Male,Has relevent experience,no_enrollment,Masters,10.0,Pvt Ltd,3,52,1.0,Large
0.884,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,29,0.0,Small
0.624,Unknown,Has relevent experience,no_enrollment,Masters,1.0,Pvt Ltd,1,32,1.0,Medium
0.735,Unknown,No relevent experience,no_enrollment,Masters,8.0,Public Sector,2,43,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,5.0,Unknown,1,42,1.0,Unknown
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,3.0,Pvt Ltd,1,156,1.0,Small
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,3,102,0.0,Medium
0.92,Male,No relevent experience,no_enrollment,High School,3.0,Unknown,1,33,0.0,Unknown
0.754,Male,Has relevent experience,no_enrollment,Graduate,7.0,Unknown,2,13,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,50,0.0,Unknown
0.89,Female,No relevent experience,no_enrollment,Phd,21.0,Public Sector,4,87,0.0,Small
0.92,Female,Has relevent experience,no_enrollment,Masters,21.0,Unknown,>4,82,1.0,Unknown
0.836,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,2,7,0.0,Medium
0.884,Male,Has relevent experience,no_enrollment,Masters,3.0,Pvt Ltd,1,56,0.0,Small
0.925,Male,No relevent experience,Full time course,Masters,14.0,Unknown,2,96,0.0,Unknown
0.926,Male,No relevent experience,Full time course,Graduate,4.0,Unknown,4,24,1.0,Unknown
0.762,Unknown,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,1,33,0.0,Medium
0.624,Male,No relevent experience,Full time course,Graduate,2.0,Unknown,never,150,1.0,Unknown
0.624,Male,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,never,85,1.0,Large
0.926,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,78,0.0,Large
0.855,Unknown,Has relevent experience,no_enrollment,Graduate,5.0,Unknown,1,86,0.0,Unknown
0.939,Male,Has relevent experience,no_enrollment,Graduate,16.0,Pvt Ltd,1,29,0.0,Small
0.91,Male,No relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,>4,100,0.0,Small
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,1,24,0.0,Unknown
0.893,Male,No relevent experience,Full time course,Masters,10.0,Public Sector,2,37,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,4,79,0.0,Large
0.527,Unknown,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,4,250,1.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,10.0,Unknown,1,51,1.0,Unknown
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,14.0,Unknown,1,23,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Masters,10.0,Funded Startup,1,20,0.0,Small
0.624,Male,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,never,81,1.0,Large
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,36,0.0,Large
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,>4,28,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,17.0,Public Sector,1,85,0.0,Large
0.89,Male,Has relevent experience,no_enrollment,High School,12.0,Pvt Ltd,>4,188,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,11.0,Funded Startup,1,46,0.0,Medium
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,1,32,1.0,Small
0.903,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,1,61,0.0,Large
0.926,Unknown,No relevent experience,no_enrollment,Phd,20.0,Public Sector,2,24,0.0,Large
0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,2,59,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,13.0,Pvt Ltd,2,19,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,NGO,>4,88,0.0,Large
0.939,Unknown,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,>4,67,0.0,Medium
0.624,Unknown,No relevent experience,Full time course,Graduate,1.0,Pvt Ltd,1,2,1.0,Large
0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,5.0,Pvt Ltd,3,98,0.0,Medium
0.855,Male,No relevent experience,no_enrollment,High School,2.0,Unknown,never,34,0.0,Unknown
0.92,Female,No relevent experience,Full time course,Graduate,9.0,Unknown,1,12,0.0,Unknown
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,20.0,Unknown,3,70,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,74,0.0,Medium
0.624,Unknown,No relevent experience,Full time course,Graduate,3.0,Pvt Ltd,1,50,1.0,Medium
0.939,Male,No relevent experience,Part time course,Graduate,3.0,Pvt Ltd,never,40,0.0,Large
0.624,Unknown,No relevent experience,Full time course,Graduate,4.0,Pvt Ltd,1,156,1.0,Small
0.92,Female,Has relevent experience,no_enrollment,Graduate,12.0,Pvt Ltd,1,46,0.0,Large
0.698,Male,Has relevent experience,no_enrollment,Masters,4.0,NGO,1,65,0.0,Medium
0.926,Male,Has relevent experience,no_enrollment,High School,7.0,Pvt Ltd,>4,96,0.0,Small
0.794,Unknown,Has relevent experience,Part time course,High School,3.0,Funded Startup,1,133,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,2.0,Funded Startup,2,53,0.0,Medium
0.682,Unknown,Has relevent experience,no_enrollment,Graduate,4.0,Unknown,never,12,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Graduate,12.0,Pvt Ltd,4,89,0.0,Medium
0.624,Male,No relevent experience,Full time course,Graduate,2.0,Unknown,never,40,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,4,66,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,23,0.0,Unknown
0.682,Male,Has relevent experience,no_enrollment,Graduate,1.0,Pvt Ltd,1,114,0.0,Large
0.698,Male,No relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,1,48,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,42,0.0,Large
0.913,Male,No relevent experience,Full time course,Graduate,5.0,Unknown,4,32,0.0,Unknown
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,1,9,1.0,Large
0.91,Male,No relevent experience,no_enrollment,Graduate,21.0,Unknown,3,52,0.0,Unknown
0.897,Male,Has relevent experience,no_enrollment,Masters,0.0,Pvt Ltd,>4,14,0.0,Large
0.884,Female,Has relevent experience,no_enrollment,Graduate,7.0,NGO,1,39,0.0,Small
0.767,Male,No relevent experience,Full time course,Graduate,0.0,Unknown,never,2,0.0,Unknown
0.949,Male,Has relevent experience,no_enrollment,Masters,9.0,Pvt Ltd,2,29,0.0,Medium
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,0.0,Funded Startup,1,36,1.0,Medium
0.855,Male,Has relevent experience,no_enrollment,Masters,14.0,Unknown,1,134,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,4,48,0.0,Medium
0.897,Unknown,No relevent experience,Full time course,Graduate,4.0,Unknown,never,80,1.0,Unknown
0.91,Male,No relevent experience,no_enrollment,Graduate,2.0,Pvt Ltd,1,25,0.0,Small
0.92,Male,Has relevent experience,Part time course,Graduate,7.0,Public Sector,2,30,0.0,Large
0.903,Male,Has relevent experience,no_enrollment,Masters,15.0,Pvt Ltd,1,64,0.0,Large
0.727,Male,Has relevent experience,no_enrollment,Unknown,21.0,Unknown,>4,106,0.0,Unknown
0.92,Male,No relevent experience,Full time course,Graduate,3.0,Pvt Ltd,2,41,0.0,Large
0.624,Unknown,Has relevent experience,Full time course,Graduate,4.0,Pvt Ltd,1,28,1.0,Medium
0.624,Male,Has relevent experience,Full time course,Graduate,16.0,Pvt Ltd,2,35,0.0,Medium
0.804,Male,Has relevent experience,Unknown,Unknown,12.0,Unknown,>4,18,0.0,Medium
0.926,Male,Has relevent experience,no_enrollment,Masters,8.0,Early Stage Startup,1,5,0.0,Medium
0.939,Male,No relevent experience,no_enrollment,Graduate,8.0,Pvt Ltd,>4,56,0.0,Large
0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,1,61,0.0,Small
0.5579999999999999,Unknown,No relevent experience,no_enrollment,High School,8.0,Unknown,1,94,1.0,Unknown
0.926,Unknown,Has relevent experience,Full time course,High School,6.0,Unknown,2,13,0.0,Medium
0.91,Male,Has relevent experience,Part time course,Masters,21.0,Pvt Ltd,>4,35,0.0,Medium
0.92,Unknown,No relevent experience,Full time course,Graduate,4.0,Unknown,1,75,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Unknown,21.0,Unknown,>4,150,1.0,Unknown
0.913,Male,Has relevent experience,no_enrollment,Masters,11.0,Pvt Ltd,1,67,0.0,Medium
0.887,Male,No relevent experience,no_enrollment,High School,21.0,Pvt Ltd,>4,33,0.0,Large
0.91,Male,No relevent experience,no_enrollment,Graduate,18.0,Pvt Ltd,2,99,0.0,Large
0.698,Male,No relevent experience,no_enrollment,High School,2.0,Unknown,never,64,0.0,Unknown
0.89,Unknown,No relevent experience,Full time course,Graduate,8.0,Unknown,2,28,0.0,Unknown
0.926,Female,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,108,1.0,Large
0.92,Male,Has relevent experience,no_enrollment,Masters,10.0,Pvt Ltd,1,20,0.0,Large
0.92,Female,Has relevent experience,no_enrollment,Graduate,10.0,Funded Startup,1,144,0.0,Small
0.897,Female,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,10,0.0,Medium
0.527,Male,No relevent experience,Full time course,High School,4.0,Unknown,never,160,1.0,Unknown
0.926,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,300,0.0,Small
0.926,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,1,95,0.0,Large
0.624,Female,Has relevent experience,no_enrollment,Masters,0.0,Pvt Ltd,never,330,1.0,Medium
0.915,Unknown,Has relevent experience,Full time course,Graduate,5.0,Public Sector,1,26,0.0,Large
0.92,Female,No relevent experience,Full time course,High School,2.0,Unknown,never,86,0.0,Unknown
0.92,Male,No relevent experience,no_enrollment,Masters,21.0,Unknown,>4,47,1.0,Unknown
0.754,Male,Has relevent experience,no_enrollment,Masters,21.0,Public Sector,4,28,0.0,Medium
0.624,Male,Has relevent experience,Full time course,Masters,17.0,Pvt Ltd,1,129,1.0,Large
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,15.0,Pvt Ltd,1,69,0.0,Unknown
0.939,Male,No relevent experience,no_enrollment,High School,0.0,Unknown,never,11,0.0,Unknown
0.754,Male,Has relevent experience,no_enrollment,Graduate,12.0,Funded Startup,4,40,0.0,Medium
0.91,Unknown,Has relevent experience,no_enrollment,Masters,4.0,Pvt Ltd,4,72,1.0,Small
0.884,Female,Has relevent experience,no_enrollment,Graduate,5.0,Funded Startup,1,94,0.0,Small
0.92,Female,No relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,102,0.0,Medium
0.92,Unknown,No relevent experience,no_enrollment,Masters,8.0,Pvt Ltd,4,57,0.0,Medium
0.89,Male,Has relevent experience,Full time course,Graduate,2.0,Early Stage Startup,1,21,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,12.0,Unknown,1,75,1.0,Medium
0.91,Unknown,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,1,45,0.0,Unknown
0.92,Female,No relevent experience,no_enrollment,Graduate,3.0,Pvt Ltd,2,127,0.0,Medium
0.926,Male,Has relevent experience,no_enrollment,Phd,19.0,Unknown,3,162,0.0,Unknown
0.624,Male,Has relevent experience,Full time course,Graduate,6.0,Pvt Ltd,never,118,0.0,Small
0.949,Male,No relevent experience,Full time course,Graduate,1.0,Pvt Ltd,never,3,1.0,Large
0.897,Male,Has relevent experience,no_enrollment,Masters,7.0,Pvt Ltd,2,80,0.0,Medium
0.92,Female,Has relevent experience,no_enrollment,Graduate,9.0,Unknown,2,55,1.0,Unknown
0.789,Unknown,No relevent experience,no_enrollment,Graduate,5.0,Unknown,never,139,1.0,Unknown
0.884,Male,Has relevent experience,no_enrollment,Graduate,15.0,Unknown,1,80,0.0,Small
0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,>4,29,1.0,Medium
0.92,Female,No relevent experience,no_enrollment,Masters,21.0,Other,>4,162,1.0,Medium
0.743,Female,Has relevent experience,Full time course,Graduate,3.0,Pvt Ltd,1,44,0.0,Large
0.802,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,11,0.0,Medium
0.7759999999999999,Male,No relevent experience,Full time course,Graduate,7.0,Unknown,never,1,0.0,Unknown
0.91,Female,Has relevent experience,no_enrollment,Graduate,4.0,Other,1,47,0.0,Large
0.754,Male,Has relevent experience,no_enrollment,Masters,10.0,Pvt Ltd,1,10,0.0,Large
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,>4,43,0.0,Large
0.92,Male,No relevent experience,no_enrollment,Masters,18.0,Pvt Ltd,>4,43,1.0,Large
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Funded Startup,1,328,0.0,Medium
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,1,90,0.0,Medium
0.754,Male,Has relevent experience,no_enrollment,High School,11.0,Unknown,1,18,0.0,Unknown
0.92,Other,Has relevent experience,Unknown,Graduate,6.0,Pvt Ltd,1,24,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,1,90,0.0,Medium
0.91,Unknown,Has relevent experience,no_enrollment,Graduate,15.0,Pvt Ltd,>4,60,0.0,Large
0.624,Male,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,never,84,1.0,Large
0.925,Unknown,Has relevent experience,no_enrollment,Masters,19.0,Pvt Ltd,>4,6,0.0,Small
0.579,Unknown,Has relevent experience,Full time course,Graduate,1.0,Unknown,1,101,0.0,Small
0.91,Male,No relevent experience,Full time course,Graduate,5.0,Unknown,never,32,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,1,24,1.0,Unknown
0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,4,31,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,1,101,0.0,Medium
0.939,Male,Has relevent experience,no_enrollment,Masters,9.0,Pvt Ltd,2,54,0.0,Large
0.92,Other,Has relevent experience,no_enrollment,Graduate,6.0,Funded Startup,1,14,0.0,Medium
0.897,Male,No relevent experience,no_enrollment,Unknown,5.0,Unknown,never,12,0.0,Unknown
0.804,Female,Has relevent experience,no_enrollment,Masters,9.0,Unknown,1,210,0.0,Small
0.8270000000000001,Unknown,Has relevent experience,Part time course,Graduate,3.0,Pvt Ltd,2,8,1.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,16.0,Unknown,1,7,0.0,Unknown
0.899,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,>4,7,0.0,Medium
0.878,Male,Has relevent experience,Part time course,High School,5.0,Pvt Ltd,1,50,0.0,Small
0.55,Unknown,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,1,158,0.0,Medium
0.754,Male,No relevent experience,Part time course,High School,3.0,Unknown,1,60,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,15.0,Unknown,1,110,0.0,Unknown
0.926,Male,Has relevent experience,no_enrollment,Graduate,13.0,Pvt Ltd,1,17,0.0,Small
0.92,Male,Has relevent experience,Part time course,Graduate,17.0,Pvt Ltd,>4,15,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,108,0.0,Large
0.624,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,1,44,0.0,Medium
0.897,Unknown,Has relevent experience,no_enrollment,Masters,7.0,Public Sector,2,22,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,15.0,Pvt Ltd,>4,22,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,3.0,Unknown,1,21,0.0,Large
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,1,80,1.0,Medium
0.92,Female,Has relevent experience,no_enrollment,Graduate,8.0,Pvt Ltd,1,52,0.0,Medium
0.926,Female,Has relevent experience,no_enrollment,Graduate,15.0,Unknown,never,9,0.0,Medium
0.92,Unknown,No relevent experience,no_enrollment,Masters,0.0,Unknown,3,59,1.0,Unknown
0.7759999999999999,Unknown,Has relevent experience,Full time course,Graduate,21.0,Pvt Ltd,4,132,0.0,Large
0.895,Male,Has relevent experience,Part time course,Masters,16.0,Pvt Ltd,>4,45,0.0,Large
0.897,Unknown,Has relevent experience,Full time course,Graduate,9.0,NGO,never,26,1.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,8.0,Pvt Ltd,1,34,0.0,Medium
0.624,Male,Has relevent experience,Full time course,Graduate,8.0,Pvt Ltd,3,92,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,2,19,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,1,14,0.0,Small
0.762,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,42,0.0,Medium
0.802,Male,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,1,19,0.0,Large
0.624,Male,Has relevent experience,Full time course,Graduate,6.0,Unknown,1,144,0.0,Unknown
0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,16.0,Pvt Ltd,2,37,0.0,Medium
0.624,Male,No relevent experience,no_enrollment,High School,2.0,Unknown,never,49,0.0,Unknown
0.698,Unknown,Has relevent experience,no_enrollment,Graduate,13.0,Unknown,1,37,0.0,Unknown
0.92,Male,No relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,4,45,0.0,Large
0.897,Male,Has relevent experience,no_enrollment,Unknown,10.0,Pvt Ltd,1,108,0.0,Small
0.804,Male,Has relevent experience,no_enrollment,Graduate,12.0,Pvt Ltd,2,103,0.0,Large
0.698,Male,Has relevent experience,Part time course,Graduate,9.0,Unknown,1,42,0.0,Unknown
0.923,Female,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,>4,24,0.0,Medium
0.893,Male,Has relevent experience,no_enrollment,Masters,21.0,Unknown,2,10,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,2,11,0.0,Large
0.887,Unknown,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,1,324,0.0,Medium
0.926,Male,Has relevent experience,no_enrollment,High School,21.0,Unknown,1,40,1.0,Unknown
0.924,Male,Has relevent experience,Part time course,Graduate,7.0,Early Stage Startup,1,20,0.0,Small
0.91,Male,No relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,>4,45,0.0,Small
0.91,Male,Has relevent experience,no_enrollment,Graduate,2.0,Pvt Ltd,1,65,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,3,64,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,2,15,0.0,Medium
0.878,Male,Has relevent experience,Full time course,Graduate,10.0,Unknown,4,53,1.0,Unknown
0.897,Unknown,No relevent experience,Full time course,Masters,4.0,Unknown,1,51,1.0,Unknown
0.92,Female,Has relevent experience,no_enrollment,Graduate,3.0,Funded Startup,2,33,0.0,Small
0.91,Male,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,>4,17,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Unknown,5.0,Pvt Ltd,1,60,0.0,Medium
0.926,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,6,0.0,Small
0.624,Male,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,1,69,1.0,Unknown
0.738,Male,No relevent experience,Full time course,High School,1.0,Unknown,never,42,1.0,Unknown
0.897,Male,Has relevent experience,no_enrollment,Phd,11.0,Pvt Ltd,never,59,0.0,Large
0.887,Male,Has relevent experience,no_enrollment,Graduate,9.0,Unknown,2,6,1.0,Unknown
0.579,Unknown,No relevent experience,Full time course,Graduate,0.0,Unknown,never,6,1.0,Unknown
0.624,Male,No relevent experience,no_enrollment,High School,4.0,Pvt Ltd,never,21,1.0,Unknown
0.939,Male,No relevent experience,no_enrollment,Unknown,10.0,Pvt Ltd,>4,25,0.0,Small
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,157,0.0,Medium
0.624,Male,Has relevent experience,no_enrollment,Graduate,3.0,Pvt Ltd,2,22,0.0,Large
0.624,Male,Has relevent experience,Full time course,Graduate,4.0,Unknown,1,94,0.0,Unknown
0.92,Unknown,No relevent experience,no_enrollment,Primary School,2.0,Early Stage Startup,1,13,0.0,Small
0.897,Male,Has relevent experience,no_enrollment,Masters,6.0,Pvt Ltd,1,10,0.0,Large
0.698,Male,Has relevent experience,no_enrollment,Graduate,6.0,Unknown,2,9,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,16.0,Public Sector,1,51,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,64,0.0,Medium
0.924,Male,Has relevent experience,no_enrollment,Graduate,16.0,Funded Startup,1,17,0.0,Small
0.939,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,4,4,0.0,Large
0.855,Female,No relevent experience,Full time course,Graduate,3.0,Unknown,1,21,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,2,25,0.0,Large
0.8270000000000001,Male,Has relevent experience,Part time course,Graduate,14.0,Unknown,1,44,0.0,Unknown
0.698,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,9,0.0,Small
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,2,118,0.0,Medium
0.624,Male,No relevent experience,Full time course,High School,6.0,Unknown,never,37,1.0,Unknown
0.926,Unknown,Has relevent experience,no_enrollment,Masters,11.0,Pvt Ltd,1,39,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,High School,21.0,Pvt Ltd,>4,160,0.0,Small
0.925,Unknown,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,4,53,0.0,Large
0.939,Male,No relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,1,97,0.0,Medium
